Sl.No,Fiber Volume Fraction,Fiber_Thickness,ModelingPly.1.ply_angle, ModelingPly.2.ply_angle, ModelingPly.3.ply_angle,ModelingPly.4.ply_angle,ModelingPly.5.ply_angle, ModelingPly.6.ply_angle, E1, E2, E3, G12, G23, G31, nu12, nu13,nu23,Inverse Reserve Factor Maximum,Total Deformation Maximum [mm],Equivalent Stress Maximum [MPa],Shear Stress Maximum-XY [MPa],Normal Stress Maximum-X [MPa], Normal Stress  Maximum-Y[MPa],Equivalent Elastic Strain Maximum [mm mm^-1],Shear Elastic Strain Maximum-XY [mm mm^-1],Normal Elastic Strain Maximum-X [mm mm^-1],Normal Elastic Strain Maximum-Y[mm mm^-1]
873,0.5633,0.193,0,60,-60,-60,60,0,75891.39,4887.43,4643.06,2921.84,1917.95,1917.95,0.2853,0.2753,0.3535,3.0,0.183456,25.513,3.827,17.859,7.654,0.00183456,0.00130978,0.00023532,0.00156604
874,0.537,0.2337,0,45,-45,-45,45,0,71823.35,4998.82,4748.87,2647.09,1887.65,1887.65,0.3186,0.3086,0.3637,3.0,0.352019,48.343,7.252,33.84,14.503,0.00352019,0.00273943,0.00047116,0.0029013
875,0.5508,0.2003,0,60,-60,-60,60,0,73368.98,5148.77,4891.33,2732.67,1871.47,1871.47,0.3104,0.3004,0.3545,3.0,0.295856,41.872,6.281,29.31,12.562,0.00295856,0.0022984,0.00039949,0.00243971
876,0.5872,0.24,90,45,0,0,45,90,79975.47,5133.61,4876.93,2858.4,2075.44,2075.44,0.3085,0.2985,0.3267,3.0,0.31764,45.523,6.829,31.866,13.657,0.0031764,0.00238893,0.00039845,0.00266031
877,0.4687,0.2136,0,60,-60,-60,60,0,62190.84,4484.8,4260.56,2397.89,1619.43,1619.43,0.2587,0.2487,0.3771,3.0,0.445392,55.0,8.25,38.5,16.5,0.00445392,0.00344051,0.00061906,0.00367908
878,0.5685,0.1809,0,0,90,90,0,0,76627.79,5153.52,4895.84,2847.1,1981.5,1981.5,0.2736,0.2636,0.3639,3.0,0.057329,8.223,1.234,5.756,2.467,0.00057329,0.00043325,7.512e-05,0.00047871
879,0.6375,0.2007,0,0,90,90,0,0,84864.66,5797.39,5507.52,3275.83,2238.89,2238.89,0.2747,0.2647,0.3544,3.0,0.335405,54.451,8.168,38.116,16.335,0.00335405,0.00249333,0.00044914,0.00281772
880,0.4721,0.2751,45,-45,45,-45,45,-45,65301.95,4276.74,4062.9,2320.25,1643.95,1643.95,0.2463,0.2363,0.3762,3.0,0.513282,60.808,9.121,42.565,18.242,0.00513282,0.0039311,0.00065182,0.00426547
881,0.6285,0.2587,0,90,90,90,90,0,85083.26,5697.89,5412.99,3049.38,2212.47,2212.47,0.2803,0.2703,0.3312,3.0,0.26128,41.058,6.159,28.74,12.317,0.0026128,0.00201965,0.00033779,0.00216174
882,0.5506,0.2427,45,45,-45,-45,45,45,72919.21,4904.32,4659.1,2793.13,1951.24,1951.24,0.2626,0.2526,0.3185,3.0,0.205225,28.254,4.238,19.778,8.476,0.00205225,0.00151732,0.00027123,0.0017283
883,0.6087,0.2339,90,45,0,0,45,90,81799.53,5585.24,5305.98,3067.99,2150.67,2150.67,0.3019,0.2919,0.3671,3.0,0.154979,24.047,3.607,16.833,7.214,0.00154979,0.00117571,0.00020578,0.00129164
884,0.6384,0.1876,90,45,0,0,45,90,84975.52,5859.89,5566.89,3152.92,2257.82,2257.82,0.311,0.301,0.3484,3.0,0.350198,56.657,8.499,39.66,16.997,0.00350198,0.00269545,0.00046672,0.00290058
885,0.5553,0.1991,0,90,90,90,90,0,74884.77,4958.16,4710.25,2745.92,1921.74,1921.74,0.2879,0.2779,0.3545,3.0,0.445353,61.521,9.228,43.064,18.456,0.00445353,0.00336066,0.00057508,0.00372239
886,0.5059,0.2483,0,60,-60,-60,60,0,68915.87,4340.83,4123.79,2567.05,1745.2,1745.2,0.2801,0.2701,0.3768,3.0,0.167275,20.611,3.092,14.428,6.183,0.00167275,0.00120435,0.00020935,0.00142444
887,0.5288,0.2475,0,45,-45,-45,45,0,71934.32,4831.19,4589.63,2497.98,1951.59,1951.59,0.3174,0.3074,0.3332,3.0,0.467539,61.638,9.246,43.147,18.491,0.00467539,0.00370128,0.00059981,0.0038275
888,0.4772,0.2801,0,45,-45,-45,45,0,63748.84,4376.73,4157.89,2373.06,1682.23,1682.23,0.2558,0.2458,0.3746,3.0,0.445409,53.948,8.092,37.764,16.184,0.00445409,0.00341002,0.00059238,0.00369783
889,0.5978,0.2077,0,45,-45,-45,45,0,82239.93,5367.94,5099.54,3059.23,2087.66,2087.66,0.2651,0.2551,0.3779,3.0,0.090215,13.604,2.041,9.523,4.081,0.00090215,0.00066702,0.00011579,0.00076028
890,0.5184,0.2405,45,45,-45,-45,45,45,69277.95,4392.25,4172.64,2648.61,1734.17,1734.17,0.292,0.282,0.3639,3.0,0.403581,50.563,7.584,35.394,15.169,0.00403581,0.00286354,0.0005109,0.00345353
891,0.592,0.275,45,-45,45,-45,45,-45,78404.04,5214.75,4954.01,2816.93,1962.92,1962.92,0.3094,0.2994,0.3198,3.0,0.108544,15.655,2.348,10.959,4.697,0.00108544,0.00083364,0.00013977,0.00090064
892,0.5331,0.2242,0,0,90,90,0,0,73016.86,4720.75,4484.71,2679.76,1865.21,1865.21,0.3155,0.3055,0.3642,3.0,0.452408,59.939,8.991,41.957,17.982,0.00452408,0.00335507,0.00057462,0.00380905
893,0.53,0.2941,0,0,90,90,0,0,71708.42,4977.97,4729.07,2640.12,1901.13,1901.13,0.2689,0.2589,0.3428,3.0,0.27555,37.703,5.655,26.392,11.311,0.0027555,0.00214214,0.00036805,0.00227221
894,0.4504,0.2818,0,90,90,90,90,0,60685.17,4271.88,4058.28,2204.77,1565.67,1565.67,0.282,0.272,0.3035,3.0,0.232269,27.039,4.056,18.927,8.112,0.00232269,0.00183957,0.00031189,0.00189885
895,0.6243,0.2348,45,-45,45,-45,45,-45,83392.2,5584.86,5305.62,3051.97,2209.23,2209.23,0.2829,0.2729,0.304,3.0,0.075078,11.635,1.745,8.145,3.491,0.00075078,0.00057185,9.767e-05,0.000625
896,0.5098,0.2985,90,45,0,0,45,90,68247.85,4761.99,4523.89,2525.39,1815.87,1815.87,0.2524,0.2424,0.3583,3.0,0.347214,45.443,6.816,31.81,13.633,0.00347214,0.00269915,0.00046609,0.00286284
897,0.5786,0.1884,45,45,-45,-45,45,45,79053.3,5310.6,5045.07,2846.41,1979.23,1979.23,0.3149,0.3049,0.3481,3.0,0.09357,13.71,2.056,9.597,4.113,0.0009357,0.00072247,0.0001214,0.00077447
898,0.4892,0.2615,0,0,90,90,0,0,66553.48,4446.23,4223.92,2423.69,1723.91,1723.91,0.3092,0.2992,0.3407,3.0,0.214432,26.438,3.966,18.507,7.931,0.00214432,0.00163623,0.00027807,0.00178386
899,0.5534,0.1806,0,30,-30,-30,30,0,76150.48,4992.47,4742.85,2779.85,1901.79,1901.79,0.2412,0.2312,0.3228,3.0,0.321892,44.849,6.727,31.394,13.455,0.00321892,0.00242006,0.00041227,0.00269501
900,0.6479,0.1869,0,90,90,90,90,0,88641.9,5817.99,5527.09,3180.39,2334.55,2334.55,0.2768,0.2668,0.3516,3.0,0.166575,26.904,4.036,18.833,8.071,0.00166575,0.0012689,0.00021246,0.00138728
901,0.5145,0.2939,0,30,-30,-30,30,0,67859.47,4931.65,4685.07,2636.26,1775.15,1775.15,0.2851,0.2751,0.3341,3.0,0.473161,64.237,9.636,44.966,19.271,0.00473161,0.003655,0.00066263,0.00390763
902,0.5045,0.2134,0,90,90,90,90,0,67429.25,4373.18,4154.52,2545.7,1739.12,1739.12,0.2951,0.2851,0.3478,3.0,0.523406,64.674,9.701,45.272,19.402,0.00523406,0.00381077,0.0006714,0.00443662
903,0.6279,0.188,0,60,-60,-60,60,0,83357.9,5653.02,5370.37,3172.91,2217.74,2217.74,0.2938,0.2838,0.3621,3.0,0.180612,28.542,4.281,19.979,8.563,0.00180612,0.00134932,0.00023968,0.00151469
904,0.5887,0.1963,45,45,-45,-45,45,45,79724.32,5605.29,5325.03,2866.48,2062.09,2062.09,0.3025,0.2925,0.3205,3.0,0.287604,43.805,6.571,30.663,13.141,0.00287604,0.00229225,0.00038462,0.00234446
905,0.4564,0.279,0,60,-60,-60,60,0,61470.91,4054.95,3852.2,2241.78,1506.5,1506.5,0.252,0.242,0.3287,3.0,0.313249,35.374,5.306,24.762,10.612,0.00313249,0.0023669,0.00040282,0.00261708
906,0.4831,0.1935,45,-45,45,-45,45,-45,64920.04,4495.25,4270.48,2535.83,1765.11,1765.11,0.2736,0.2636,0.3103,3.0,0.178761,22.487,3.373,15.741,6.746,0.00178761,0.00133015,0.00024246,0.00150071
907,0.4578,0.1843,0,60,-60,-60,60,0,61859.13,4076.16,3872.35,2200.7,1600.34,1600.34,0.2421,0.2321,0.3156,3.0,0.234697,26.46,3.969,18.522,7.938,0.00234697,0.00180349,0.00029942,0.00194739
908,0.4612,0.2438,0,0,90,90,0,0,63377.27,3865.58,3672.3,2186.97,1614.45,1614.45,0.2805,0.2705,0.374,3.0,0.079831,8.66,1.299,6.062,2.598,0.00079831,0.000594,9.565e-05,0.00067211
909,0.648,0.2231,45,45,-45,-45,45,45,89347.79,5783.8,5494.61,3237.05,2391.94,2391.94,0.3011,0.2911,0.3219,3.0,0.091602,14.81,2.222,10.367,4.443,0.00091602,0.00068629,0.00011603,0.0007682
910,0.5575,0.2202,45,-45,45,-45,45,-45,75494.43,5032.5,4780.88,2752.92,1967.51,1967.51,0.298,0.288,0.3454,3.0,0.385195,53.811,8.072,37.668,16.143,0.00385195,0.00293205,0.00049895,0.00320782
911,0.5303,0.2633,0,90,90,90,90,0,72727.45,4995.74,4745.96,2605.23,1831.86,1831.86,0.3063,0.2963,0.311,3.0,0.420109,57.402,8.61,40.182,17.221,0.00420109,0.00330502,0.0005525,0.00344707
912,0.4976,0.2124,90,45,0,0,45,90,66810.26,4619.84,4388.85,2569.5,1689.87,1689.87,0.2616,0.2516,0.3532,3.0,0.125787,16.198,2.43,11.339,4.859,0.00125787,0.00094559,0.00016971,0.00105185
913,0.5297,0.2306,45,45,-45,-45,45,45,70971.15,4799.24,4559.27,2576.04,1809.21,1809.21,0.2943,0.2843,0.3602,3.0,0.406998,53.908,8.086,37.735,16.172,0.00406998,0.003139,0.0005317,0.00336977
914,0.5852,0.2016,45,45,-45,-45,45,45,79541.69,4971.23,4722.67,2865.07,1954.89,1954.89,0.2526,0.2426,0.3767,3.0,0.242675,34.015,5.102,23.811,10.205,0.00242675,0.00178087,0.00029935,0.00205274
915,0.5004,0.2672,0,45,-45,-45,45,0,67917.61,4355.62,4137.84,2430.62,1745.87,1745.87,0.3084,0.2984,0.3265,3.0,0.164569,20.024,3.004,14.017,6.007,0.00164569,0.00123575,0.00020638,0.0013792
916,0.5989,0.2471,0,60,-60,-60,60,0,79943.65,5266.23,5002.92,2999.04,2085.9,2085.9,0.2542,0.2442,0.3224,3.0,0.291093,43.047,6.457,30.133,12.914,0.00291093,0.00215306,0.00037693,0.00245227
917,0.4756,0.2055,0,45,-45,-45,45,0,64683.09,4403.98,4183.79,2344.45,1661.5,1661.5,0.3058,0.2958,0.3794,3.0,0.42608,51.654,7.748,36.158,15.496,0.0042608,0.00330484,0.000559,0.00351865
918,0.5673,0.2955,0,60,-60,-60,60,0,75442.62,5433.71,5162.03,2806.2,1960.44,1960.44,0.3117,0.3017,0.3307,3.0,0.431864,63.933,9.59,44.753,19.18,0.00431864,0.00341741,0.00059321,0.00352979
919,0.53,0.2568,45,45,-45,-45,45,45,71572.85,4925.88,4679.59,2728.6,1845.65,1845.65,0.316,0.306,0.3051,3.0,0.367096,50.349,7.552,35.245,15.105,0.00367096,0.00276787,0.00049243,0.00306642
920,0.5611,0.1908,45,45,-45,-45,45,45,75529.08,5260.19,4997.18,2816.48,2038.76,2038.76,0.2539,0.2439,0.3556,3.0,0.281732,40.849,6.127,28.594,12.255,0.00281732,0.00217552,0.00037859,0.0023297
921,0.4858,0.1965,45,45,-45,-45,45,45,65885.17,4261.41,4048.34,2481.87,1786.92,1786.92,0.3038,0.2938,0.3781,3.0,0.124738,15.022,2.253,10.515,4.507,0.00124738,0.00090789,0.0001596,0.00105752
922,0.5282,0.198,0,60,-60,-60,60,0,71973.33,4685.27,4451.01,2624.83,1843.67,1843.67,0.3165,0.3065,0.3203,3.0,0.111516,14.608,2.191,10.226,4.383,0.00111516,0.00083482,0.00014208,0.00093538
923,0.4914,0.2057,45,45,-45,-45,45,45,64461.07,4517.72,4291.83,2497.95,1701.41,1701.41,0.2725,0.2625,0.3323,3.0,0.23112,29.048,4.357,20.334,8.714,0.0023112,0.00174431,0.00031544,0.00192894
924,0.5797,0.2459,90,45,0,0,45,90,78142.18,5180.96,4921.91,2929.43,2008.32,2008.32,0.3104,0.3004,0.3552,3.0,0.411845,59.794,8.969,41.856,17.938,0.00411845,0.00306172,0.00053564,0.00346232
925,0.4844,0.2389,45,-45,45,-45,45,-45,65251.63,4329.89,4113.39,2250.98,1679.07,1679.07,0.2879,0.2779,0.3622,3.0,0.408691,48.381,7.257,33.866,14.514,0.00408691,0.00322397,0.00051901,0.00335209
926,0.4572,0.274,45,45,-45,-45,45,45,61692.11,4456.97,4234.12,2300.01,1534.73,1534.73,0.2591,0.2491,0.3242,3.0,0.38618,46.879,7.032,32.815,14.064,0.0038618,0.00305733,0.00053192,0.00315546
927,0.5139,0.201,0,30,-30,-30,30,0,68837.04,4746.7,4509.36,2607.92,1856.93,1856.93,0.2725,0.2625,0.3651,3.0,0.133877,17.652,2.648,12.356,5.296,0.00133877,0.0010153,0.0001795,0.00111564
928,0.5386,0.2082,45,45,-45,-45,45,45,72718.99,5027.55,4776.17,2656.76,1861.19,1861.19,0.2611,0.2511,0.3428,3.0,0.206873,28.559,4.284,19.991,8.568,0.00206873,0.00161243,0.00027491,0.00170414
929,0.4939,0.2841,0,30,-30,-30,30,0,68088.27,4458.66,4235.73,2425.06,1790.43,1790.43,0.2776,0.2676,0.3599,3.0,0.405176,50.079,7.512,35.056,15.024,0.00405176,0.00309761,0.00051485,0.00336958
930,0.6426,0.2256,0,30,-30,-30,30,0,89493.2,5841.14,5549.09,3193.37,2296.77,2296.77,0.3048,0.2948,0.3767,3.0,0.177508,28.787,4.318,20.151,8.636,0.00177508,0.0013522,0.00022517,0.00147851
931,0.4936,0.1821,45,-45,45,-45,45,-45,66603.95,4484.25,4260.04,2459.05,1714.93,1714.93,0.2956,0.2856,0.3043,3.0,0.256807,31.985,4.798,22.389,9.595,0.00256807,0.00195103,0.00033615,0.00213979
932,0.5947,0.2338,45,45,-45,-45,45,45,80797.41,5353.13,5085.48,2881.69,2016.22,2016.22,0.278,0.268,0.3298,3.0,0.111038,16.424,2.464,11.497,4.927,0.00111038,0.00085493,0.00014229,0.00092045
933,0.5846,0.2581,0,0,90,90,0,0,76736.82,5261.35,4998.28,3041.39,2011.28,2011.28,0.2695,0.2595,0.3134,3.0,0.046561,6.902,1.035,4.832,2.071,0.00046561,0.00034041,6.296e-05,0.00039356
934,0.5511,0.2183,0,60,-60,-60,60,0,73569.89,5172.58,4913.95,2758.22,1983.4,1983.4,0.2445,0.2345,0.3238,3.0,0.430679,61.319,9.198,42.923,18.396,0.00430679,0.00333471,0.00058344,0.00355639
935,0.4656,0.1838,0,0,90,90,0,0,62858.73,4124.33,3918.11,2385.75,1619.57,1619.57,0.3061,0.2961,0.3478,3.0,0.509806,59.298,8.895,41.508,17.789,0.00509806,0.00372825,0.00066034,0.00431327
936,0.5997,0.2137,0,0,90,90,0,0,81321.78,5417.93,5147.03,2994.7,2120.93,2120.93,0.2513,0.2413,0.3292,3.0,0.441298,66.569,9.985,46.599,19.971,0.00441298,0.00333437,0.00057302,0.00368606
937,0.5356,0.292,45,-45,45,-45,45,-45,70675.48,4768.29,4529.88,2584.23,1950.73,1950.73,0.2791,0.2691,0.3024,3.0,0.426769,56.324,8.449,39.427,16.897,0.00426769,0.00326932,0.00055786,0.00354369
938,0.4518,0.2647,0,30,-30,-30,30,0,62379.42,4134.49,3927.76,2237.93,1619.57,1619.57,0.2947,0.2847,0.3712,3.0,0.11467,13.121,1.968,9.185,3.936,0.0011467,0.00087948,0.00014724,0.0009521
939,0.5098,0.2969,0,45,-45,-45,45,0,68513.16,4641.25,4409.19,2578.43,1758.34,1758.34,0.3194,0.3094,0.3727,3.0,0.434089,56.16,8.424,39.312,16.848,0.00434089,0.00326709,0.00057378,0.00363004
940,0.5471,0.2667,0,0,90,90,0,0,73752.42,4735.9,4499.11,2725.16,1840.4,1840.4,0.2669,0.2569,0.3734,3.0,0.28453,37.962,5.694,26.574,11.389,0.0028453,0.00208954,0.00036031,0.00240475
941,0.5297,0.2865,0,90,90,90,90,0,71748.39,4871.82,4628.23,2541.34,1888.04,1888.04,0.2489,0.2389,0.3111,3.0,0.255179,34.012,5.102,23.808,10.203,0.00255179,0.0020075,0.00033183,0.00209439
942,0.523,0.2529,45,-45,45,-45,45,-45,68620.35,4726.71,4490.37,2590.01,1755.16,1755.16,0.2714,0.2614,0.3071,3.0,0.188672,24.754,3.713,17.328,7.426,0.00188672,0.0014336,0.00025251,0.00157109
943,0.5662,0.2904,45,-45,45,-45,45,-45,77763.44,5073.02,4819.36,2685.48,2001.32,2001.32,0.3068,0.2968,0.3686,3.0,0.387985,54.127,8.119,37.889,16.238,0.00387985,0.00302332,0.00048723,0.00320088
944,0.6333,0.2374,90,45,0,0,45,90,87821.49,5487.55,5213.17,3097.83,2263.82,2263.82,0.294,0.284,0.3278,3.0,0.362809,55.82,8.373,39.074,16.746,0.00362809,0.00270285,0.00044492,0.00305162
945,0.4932,0.2186,0,45,-45,-45,45,0,69045.32,4435.56,4213.78,2550.08,1771.05,1771.05,0.2424,0.2324,0.3268,3.0,0.361808,45.2,6.78,31.64,13.56,0.00361808,0.00265875,0.00045825,0.00305712
946,0.5433,0.2233,0,0,90,90,0,0,74010.94,4871.9,4628.3,2654.71,1914.79,1914.79,0.3056,0.2956,0.3421,3.0,0.100923,13.636,2.045,9.545,4.091,0.00100923,0.0007705,0.00012897,0.00083969
947,0.5349,0.2595,0,30,-30,-30,30,0,70992.76,5050.07,4797.57,2704.09,1961.88,1961.88,0.271,0.261,0.3445,3.0,0.278792,38.793,5.819,27.155,11.638,0.00278792,0.00215192,0.00038251,0.00230452
948,0.644,0.2177,0,45,-45,-45,45,0,87807.18,5610.55,5330.02,3262.79,2283.25,2283.25,0.2561,0.2461,0.3359,3.0,0.24846,39.386,5.908,27.57,11.816,0.0024846,0.0018107,0.00031399,0.00210602
949,0.6122,0.2258,0,90,90,90,90,0,80819.68,5296.14,5031.33,3095.08,2224.07,2224.07,0.2524,0.2424,0.3454,3.0,0.450009,67.398,10.11,47.179,20.219,0.00450009,0.00326639,0.00058375,0.00381778
950,0.5737,0.2821,45,-45,45,-45,45,-45,78388.74,4931.4,4684.83,2791.93,2033.72,2033.72,0.3167,0.3067,0.3206,3.0,0.314922,43.572,6.536,30.5,13.072,0.00314922,0.00234096,0.00038909,0.00265069
951,0.572,0.2138,0,90,90,90,90,0,77903.51,5240.34,4978.32,2913.85,2017.75,2017.75,0.2956,0.2856,0.3397,3.0,0.314651,45.979,6.897,32.186,13.794,0.00314651,0.00236694,0.00041315,0.00263223
952,0.5751,0.2179,0,90,90,90,90,0,76803.47,5308.78,5043.34,2790.16,1963.0,1963.0,0.244,0.234,0.3574,3.0,0.106857,15.551,2.333,10.886,4.665,0.00106857,0.00083603,0.00014174,0.0008788
953,0.4977,0.2342,0,45,-45,-45,45,0,65778.99,4100.97,3895.92,2484.1,1798.03,1798.03,0.2776,0.2676,0.3732,3.0,0.238892,27.984,4.198,19.589,8.395,0.00238892,0.00168976,0.00029779,0.0020471
954,0.5423,0.1929,0,90,90,90,90,0,72711.4,5053.65,4800.97,2789.46,1945.8,1945.8,0.2863,0.2763,0.3393,3.0,0.144819,20.354,3.053,14.248,6.106,0.00144819,0.0010945,0.00019595,0.00120826
955,0.5295,0.2535,45,45,-45,-45,45,45,72721.89,4738.07,4501.17,2570.16,1842.68,1842.68,0.2528,0.2428,0.3722,3.0,0.106489,13.977,2.097,9.784,4.193,0.00106489,0.00081573,0.00013454,0.00088498
956,0.6495,0.2385,0,45,-45,-45,45,0,87281.21,5801.31,5511.25,3269.11,2216.8,2216.8,0.2721,0.2621,0.3787,3.0,0.233528,37.927,5.689,26.549,11.378,0.00233528,0.00174026,0.00030418,0.00196132
957,0.6007,0.2982,90,45,0,0,45,90,81169.17,5437.65,5165.77,2882.95,2072.69,2072.69,0.2816,0.2716,0.3207,3.0,0.350907,52.475,7.871,36.732,15.742,0.00350907,0.00273028,0.00045254,0.00289509
958,0.5473,0.1975,0,60,-60,-60,60,0,75430.78,4827.73,4586.35,2602.15,1865.83,1865.83,0.317,0.307,0.3358,3.0,0.302872,40.44,6.066,28.308,12.132,0.00302872,0.00233116,0.00037529,0.00251299
959,0.5205,0.1835,45,45,-45,-45,45,45,71337.12,4437.83,4215.94,2506.16,1893.46,1893.46,0.2705,0.2605,0.3108,3.0,0.452873,56.357,8.454,39.45,16.907,0.00452873,0.00337314,0.00055301,0.0038098
960,0.4718,0.1808,0,0,90,90,0,0,65122.5,4655.73,4422.94,2388.23,1619.69,1619.69,0.3182,0.3082,0.3262,3.0,0.390004,49.371,7.406,34.56,14.811,0.00390004,0.00310091,0.00053069,0.00318132
961,0.5167,0.2625,45,45,-45,-45,45,45,71536.48,4620.58,4389.55,2559.34,1812.11,1812.11,0.2453,0.2353,0.3634,3.0,0.07331,9.442,1.416,6.609,2.833,0.0007331,0.00055337,9.239e-05,0.00061302
962,0.5694,0.2891,90,45,0,0,45,90,77399.89,5297.56,5032.68,2782.88,2019.27,2019.27,0.3169,0.3069,0.3236,3.0,0.094401,13.71,2.056,9.597,4.113,0.00094401,0.00073896,0.00012399,0.00077637
963,0.5487,0.1835,45,45,-45,-45,45,45,75791.76,5115.13,4859.38,2789.49,2008.71,2008.71,0.3063,0.2963,0.3193,3.0,0.15355,21.779,3.267,15.245,6.534,0.0015355,0.00117112,0.00020115,0.00127732
964,0.5186,0.2646,45,-45,45,-45,45,-45,71487.51,4494.14,4269.43,2562.12,1819.89,1819.89,0.2714,0.2614,0.3344,3.0,0.415217,52.455,7.868,36.719,15.737,0.00415217,0.00307101,0.00051364,0.00350159
965,0.647,0.1936,0,45,-45,-45,45,0,86949.91,5681.64,5397.56,3262.88,2286.98,2286.98,0.3126,0.3026,0.3698,3.0,0.318999,51.018,7.653,35.713,15.306,0.00318999,0.00234541,0.00041073,0.00269386
966,0.4629,0.2708,90,45,0,0,45,90,63558.86,4357.53,4139.65,2340.09,1672.62,1672.62,0.2437,0.2337,0.3251,3.0,0.493754,59.374,8.906,41.562,17.812,0.00493754,0.00380589,0.00065391,0.00408771
967,0.6352,0.294,0,30,-30,-30,30,0,86736.07,5318.85,5052.91,3205.38,2276.09,2276.09,0.2848,0.2748,0.3324,3.0,0.451683,68.552,10.283,47.986,20.566,0.00451683,0.00320797,0.00055324,0.00386654
968,0.4659,0.2286,0,30,-30,-30,30,0,62077.92,4082.5,3878.38,2313.27,1616.52,1616.52,0.2481,0.2381,0.3747,3.0,0.491522,56.273,8.441,39.391,16.882,0.00491522,0.0036489,0.00063454,0.00413515
969,0.5805,0.1914,90,45,0,0,45,90,76476.25,5043.08,4790.92,2913.31,2085.41,2085.41,0.3075,0.2975,0.3742,3.0,0.38375,54.555,8.183,38.188,16.366,0.0038375,0.0028089,0.00049935,0.00324532
970,0.5185,0.2571,45,-45,45,-45,45,-45,69462.72,4659.47,4426.5,2679.87,1837.68,1837.68,0.3153,0.3053,0.371,3.0,0.15202,19.938,2.991,13.957,5.981,0.0015202,0.00111599,0.00020092,0.00128371
971,0.5174,0.2732,0,45,-45,-45,45,0,70056.97,4638.82,4406.88,2619.6,1852.41,1852.41,0.2824,0.2724,0.3416,3.0,0.093758,12.184,1.828,8.529,3.655,0.00093758,0.00069766,0.00012174,0.00078796
972,0.4619,0.1862,0,0,90,90,0,0,58520.75,4146.49,3939.16,2260.16,1636.5,1636.5,0.3063,0.2963,0.3337,3.0,0.356396,40.935,6.14,28.655,12.281,0.00356396,0.00271676,0.00048965,0.00296169
973,0.5597,0.2494,0,45,-45,-45,45,0,75513.59,5126.14,4869.83,2855.43,1963.41,1963.41,0.2862,0.2762,0.332,3.0,0.177885,25.436,3.815,17.805,7.631,0.00177885,0.0013362,0.00023579,0.00148862
974,0.6167,0.2638,0,90,90,90,90,0,82791.26,5534.78,5258.04,3022.94,2065.85,2065.85,0.2949,0.2849,0.3248,3.0,0.053737,8.252,1.238,5.776,2.476,0.00053737,0.00040948,6.977e-05,0.00044729
975,0.6466,0.2578,90,45,0,0,45,90,86792.05,5677.95,5394.05,3237.9,2275.52,2275.52,0.301,0.291,0.321,3.0,0.28069,44.776,6.716,31.343,13.433,0.0028069,0.0020743,0.00036113,0.00236578
976,0.5904,0.278,0,90,90,90,90,0,79949.23,5330.53,5064.01,3052.91,2035.29,2035.29,0.3175,0.3075,0.3459,3.0,0.356231,53.395,8.009,37.376,16.018,0.00356231,0.00262346,0.0004675,0.00300503
977,0.4935,0.2999,0,45,-45,-45,45,0,67180.38,4309.58,4094.1,2444.87,1783.76,1783.76,0.3142,0.3042,0.3383,3.0,0.137818,16.668,2.5,11.668,5.0,0.00137818,0.00102264,0.00017368,0.00116031
978,0.5529,0.2864,45,-45,45,-45,45,-45,77474.27,5011.38,4760.81,2760.92,1994.78,1994.78,0.2842,0.2742,0.3169,3.0,0.399137,55.666,8.35,38.966,16.7,0.00399137,0.00302433,0.00050296,0.00333239
979,0.5983,0.2603,90,45,0,0,45,90,79838.63,5250.97,4988.42,3025.4,2062.8,2062.8,0.282,0.272,0.3371,3.0,0.279525,41.348,6.202,28.944,12.405,0.00279525,0.00205006,0.00036253,0.00236233
980,0.5919,0.2533,90,45,0,0,45,90,79921.16,5047.77,4795.38,2941.77,2002.12,2002.12,0.2685,0.2585,0.3197,3.0,0.256822,36.656,5.498,25.659,10.997,0.00256822,0.00186906,0.00032105,0.00217853
981,0.6424,0.2832,90,45,0,0,45,90,85569.23,5735.05,5448.3,3320.12,2225.01,2225.01,0.2427,0.2327,0.3455,3.0,0.259131,41.905,6.286,29.334,12.572,0.00259131,0.00189325,0.00034281,0.00219207
982,0.4907,0.2525,0,30,-30,-30,30,0,66183.48,4316.74,4100.9,2505.09,1777.4,1777.4,0.2797,0.2697,0.3165,3.0,0.426631,51.988,7.798,36.392,15.596,0.00426631,0.00311294,0.00054986,0.00361301
983,0.5672,0.2345,0,45,-45,-45,45,0,76075.34,5099.41,4844.44,2848.3,1939.05,1939.05,0.285,0.275,0.3759,3.0,0.374041,53.259,7.989,37.281,15.978,0.00374041,0.00280477,0.00049006,0.00313324
984,0.5911,0.2159,0,60,-60,-60,60,0,79294.75,5384.8,5115.56,2962.76,2167.58,2167.58,0.2678,0.2578,0.3754,3.0,0.334766,50.108,7.516,35.076,15.032,0.00334766,0.00253689,0.00044234,0.00279163
985,0.5001,0.2761,0,90,90,90,90,0,67723.34,4389.47,4169.99,2537.42,1656.48,1656.48,0.3179,0.3079,0.3702,3.0,0.367897,45.544,6.832,31.881,13.663,0.00367897,0.00269232,0.00047075,0.0031127
986,0.4551,0.2128,0,60,-60,-60,60,0,62988.57,4580.48,4351.45,2348.44,1564.41,1564.41,0.2845,0.2745,0.3181,3.0,0.123499,15.374,2.306,10.762,4.612,0.00123499,0.00098196,0.00017085,0.00100692
